seed,hopper_expert_T1,hopper_expert_T2,hopper_replay_T1,hopper_replay_T2,walker2d_expert_T1,walker2d_expert_T2,walker2d_replay_T1,walker2d_replay_T2
56,0.4875520975325096,1.12508219459968,0.803857026496725,0.7486952153857317,0.8135912075413967,0.888963772771831,0.12074461371849739,0.729623838663183
57,0.4833507409050695,1.1192866923059042,0.08721860477272327,0.843676156954383,1.0715390950722203,1.0707596132729176,0.07763212513283985,0.7608670416102833
58,0.5765970014882503,1.1469751350973467,0.14965496113491106,0.74645175214939,0.7511830826114945,1.0502465280966757,0.10117861766208769,0.11957500469580931
59,0.5718762569134153,1.1275900490855295,0.21324132799551682,0.46717366337597316,1.0712648810352308,0.8237607249183767,0.03123782204126904,0.5129860445607672
60,0.6132642247568596,1.1073468657310526,0.4192187066527857,0.5629269085395051,1.0396538625652378,1.0770485336271947,0.15636084032809627,0.28977249368759866
61,0.652504387298184,1.1162565054802507,0.3017079600564557,0.986897608656361,0.45514572594044106,1.0778890251377364,0.09031214142334815,0.6000764278502886
62,0.4758170656249387,1.0939203313028423,0.2003312914481787,0.992435620052943,1.0714623225725202,0.9603464570528799,0.054558569796390864,0.7898692980452753
63,0.39057562404240453,1.111741520879321,0.32323131253788473,0.7630949524095176,1.074819070857462,1.081954596015886,0.11785898387407143,0.67219017618029
64,0.5717291766527536,1.1081264772829367,0.18603770555575339,0.7247840412199126,1.0794486930373994,0.8156532621216096,0.20571514928177195,0.15025044731360515
65,0.5661764579193632,1.1114736211172456,0.12668104075135433,0.5263732622597342,0.9492270704988448,1.0744449719153444,0.13500803356922472,0.24856804939270283
66,0.4836445415354917,1.1123102186368796,0.41442234718089416,0.2127784641374925,0.3904338865720283,1.0870184504016742,0.8089091822791591,0.1422998314600618
67,0.39150154113580815,1.1089144599909189,0.40210114040743156,0.018486940563355484,1.075862044010437,1.0853861846986161,0.36335672490032406,0.27952532988234646
68,0.4847041097001799,1.0990289117006014,0.21387062818977123,0.7755865122518435,1.080468684452106,0.890482168395304,0.10948105877048891,0.5749905526665862
69,0.5585235199567269,1.106955215649117,0.2081445936029963,0.22868450601710083,1.0762571251884576,1.0696428861484408,0.1329291191792294,0.717043185619116
70,0.5683454188057595,1.1090153372550369,0.12293665957114883,0.16013099901004632,0.8716338831312098,1.068865500979986,0.5135647250449832,0.6193078280804071
71,0.5922086260202697,1.1092556814595331,0.12564725026980106,0.5714866772917779,1.0680566828884794,0.8129409722335599,0.030213045597633145,0.7562974334903588
72,0.48423500451350593,1.1325680077064493,0.22666038303024996,0.437920432355496,1.0843797268713158,1.0769828702764972,0.10751628514141004,0.0559481814524707
73,0.48163970884915924,1.1042309229462202,0.12465118225921762,0.6579088801447949,0.8117567906207627,0.4938918158615007,0.8599851262513322,-0.0015773706939910858
74,0.40557975965140075,1.1113296283657217,0.19874682752103534,0.48682341179919164,0.47583374601828227,1.0502357690668127,0.24421604303359074,0.7905682455963641
75,0.4852143071795038,1.1026946666015522,0.7010956299211344,1.0047906335597658,1.070560242080672,1.079303595001658,0.1557383060539774,0.8126432691615897
76,0.5482522564250846,1.1149062862513963,0.21724988083475655,0.9142027195554018,0.3149608736937118,1.0865102760315792,0.05447337883922777,0.7852916656420859
77,0.5379247048425919,1.1265498919332153,0.21880297213117605,0.5812872490326201,0.8407972202060344,1.0767461721902458,0.8402488725936702,0.726740809600974
78,0.4822096505106202,1.116103411231339,0.21980462125191402,0.3961958124774724,0.8176461854436157,1.0749669452535955,0.153605867227549,0.10902743311150312
79,0.8251711596745027,1.1177915704520505,0.13410354585374412,0.1552461311099907,1.0704143417077312,1.082345789859691,0.13455668273457583,0.7396211987541803
80,0.5431535500465744,1.1386550924182939,0.12540679737840715,0.49333068011029707,1.0712894187086408,1.07111478493863,0.5211351362166448,0.04758978856211158
81,0.39145136106765716,1.1119220874930076,0.22716844826300978,0.9999285826609604,1.0694526734353786,1.0689150588196272,0.8244311352408576,0.10250686636310868
82,0.44606436390532545,1.1119705577042074,0.17971055560821284,0.6493978992623284,0.8930847731666758,1.0812287234291846,0.05661113099021409,0.2670840186209407
83,0.478285186273482,1.1170745358853842,0.438847813390405,0.729129118774713,1.0779146663716053,1.0775193036721271,0.058076862390737505,0.7576716484746229
84,0.3884937593977339,1.1211574056253897,0.2160755662869603,0.5518435833204155,1.0724993662415623,1.072713229556059,0.05183774591995958,0.15578281196888172
85,0.5058417618790387,1.1127651015656301,0.2146739259559907,0.8101078475907487,0.7837378581427346,1.082843954656673,0.16547211070129544,0.22884803906369566
86,0.5755844496757236,1.1035883439999623,0.12392448775457571,0.48960827414237557,1.0779591878268413,0.9468577643289146,0.7381773289791116,0.7899515012656836
87,0.48432841186845393,1.117821585114017,0.20799486350115073,0.616988335999082,1.0722232508592506,0.8398298224557622,0.11736550089483194,0.034919012478279
88,0.5649053548526589,1.106745446568517,0.20888431251183226,0.98006043044799,1.0723373375399807,1.069997754816025,0.1326086944763031,0.1562459820461647
89,0.5279588030539172,1.1095218758055287,0.13296824127756657,0.8243049096888129,0.7596435738422351,0.9889510245101586,0.01768044040953147,0.7968982828173902
90,0.4888508878442521,1.1220685792611826,0.6539617547225177,0.31070559966348354,0.9915842421169614,1.0703470677735272,0.03938411283650329,0.06335916004451392
91,0.48225120616979844,1.1076949635402709,0.16115123265352854,0.8209281858676052,0.7829117295598947,1.0747892980030966,0.0416676724721095,0.7958159349865216
92,0.5020522840485053,1.1092121800372914,0.5505955063340584,0.8018461811614067,0.9580157844598103,1.087607135693981,0.28166835806961615,0.10008947773001316
93,0.5235571281369866,1.105675097247015,0.7125608734634383,0.6525062125339549,0.8682787109300553,1.081390151717178,0.12360246327413546,0.11194176982419199
94,0.4812796776302791,1.106384331797047,0.20399675402778078,0.5374415110330051,1.076002314847557,1.0838063773483801,0.14600826614479734,0.05281491973944322
95,0.4303398160201528,1.1177404508205,0.41165182706760467,0.9562786043948317,1.076887617985816,1.0759846065774281,0.11422022878305181,0.15375718153295911
96,0.48321992759672167,1.1231088475335602,0.6923842779896698,0.30858916078529885,0.7849177362886824,1.0792839203390632,0.04978168655673362,0.7488695056408831
97,0.4795598279793194,1.1053866125178056,0.20629857529994652,0.7513510971090838,1.0432277907407126,0.518199383395067,0.1111602223998063,0.436287996968157
98,0.5823762821736859,1.1086587808813304,0.17062691680680767,0.9973082808483541,1.0855594806793472,0.8817050358527524,0.15645987201444017,0.822513040257719
99,0.5661882897133428,0.6757549520254117,0.1259605945076466,0.8251841334066249,1.0527508204336422,1.0813425398411063,0.8507333810913694,0.7238537544549994
100,0.5301308675735003,1.1354207686022535,0.17203835474709528,0.9147014856902722,0.8221821329897394,1.0768332897433623,0.7998036009045281,0.1255505749292856
101,0.5131547279476838,0.46429789306503,0.12553486757317558,0.7894328415762514,1.0738341285406434,1.0817303596876626,0.12359989340078475,0.40923231551917644
102,0.4811000345614325,1.1062688469560706,0.3520868731886035,0.4800050511436947,1.071405274324078,1.0762423808194161,0.1270194110526114,0.8438237504813558
103,0.552497817472937,1.1151587553277111,0.3182124275446945,0.12070875485793012,0.7744601720282308,0.8916023965616902,0.15746161640356862,0.06429871694863096
104,0.541902832930084,1.1000988131050295,0.44824453496359007,0.6291921515256432,1.075328938801558,0.7016828320396666,0.18632145399970526,0.2064342290510394
105,0.6527125732462938,1.1201040595497123,0.2751354668686644,0.386108978847232,1.073952949587955,1.070260273198341,0.28985296155401064,0.05134110324125372
106,0.6319361830834802,1.1099101422369153,0.19187231441686792,0.6504207194357554,0.9396463234789015,0.9712412361055359,0.13903361229521638,0.25155300144924264
107,0.5265342691748979,1.1139498898729758,0.30528181648674285,0.35080924508841166,1.0780111388252185,1.0866992142153868,0.10944514379115966,0.6507268402453544
108,0.5961537309257329,1.100907789400703,0.2162193195574231,0.5785244475628168,1.0697947758333888,1.0718207925761216,0.8428473608405621,0.1346266673675659
109,0.5721754327562372,1.123110007658167,0.08727976153849122,0.8088944764896937,0.9697171215267263,0.8271364621770493,0.18100801350904056,0.5553490421724321
110,0.39243078758434047,1.1204302551032193,0.1312646212910393,0.5733035877642191,1.0766994117861834,0.8415757615655534,0.542887236480254,0.05185647572456215
111,0.4858853823150588,1.0618596579571657,0.2040288254720147,0.571578791373391,1.0780015449504605,1.069768073382245,0.13882268219187027,0.8087135401451777
112,0.6374161793094968,1.1149641164098782,0.13731987256451658,0.5615726060694468,0.6214154547296971,1.077426287545089,0.8178914746138161,0.79197761813109
113,0.6500539418332211,1.1211229455676055,0.1623777142145161,0.5843636523408009,1.06982270011459,1.07849786980181,0.4108076534585752,0.3764146724630044
114,0.5782132240469177,1.1114656278176969,0.12288595408309444,0.7454295933259016,0.7820321113120826,0.9901743328818096,0.04689777271511793,0.4418266220187239
115,0.39252413778386286,1.1158700583369037,0.14643479998230685,0.8973266341399888,1.074118485989429,0.8291973205268669,0.15433513706855215,0.19469836021762635
116,0.49237600509067414,1.0991980320581705,0.19231134999613558,0.2133021189619912,1.0607459949325055,0.8761313802016788,0.40781382712421316,0.5358708936832879
117,0.4920110737915198,1.1153577395267071,0.12401016221831326,0.7507763421452169,1.0577105705817516,1.0838955236957295,0.15980732589964533,0.6021661569957152
118,0.4968975634241937,1.1128436028303172,0.14211734921746236,0.21945793844260592,1.0788363792591822,1.0817253896454209,0.23741651914680836,0.3027641293084028
119,0.5038554089007926,1.1235513822778833,0.20908626053817417,0.33591778621262786,1.0750090001976846,1.09383577207862,0.0568408849949996,0.7057942105066618
120,0.53612145410333,1.117418395821178,0.14749448378522018,0.7345180660706877,0.046700068782361694,1.07361808181461,0.07034076917070003,0.025482013993625378
121,0.4921204362792238,1.1073701953153903,0.21194776640047555,0.21890256681129766,0.7976406141905231,1.0711382881399434,0.4605382322114245,0.1168034608374421
122,0.5605250998041218,1.1083298249814377,0.1464044333313935,0.3082130717598399,1.0797902463256948,0.8325766380678205,0.05732782924367856,0.07249780043569147
123,0.5353489075734825,1.109682880380031,0.20315956279035835,0.9872522332281762,1.037047072367776,1.0716588653824017,0.3949687289541024,0.13951034285429736
124,0.4834159706398637,1.106768156186521,0.13481638048696737,0.6660467936829653,1.0771417744550507,0.2592563005674323,0.18954534255079622,0.8153124164887828
125,0.4879690508678828,1.1090300594609643,0.13343115448524243,0.8630140677231599,1.0837785749524786,1.0723528377438107,0.1716946319783147,0.2360122237733843
126,0.7043162332104042,1.1140111533813513,0.1352653213049092,0.6349495281581944,0.8504112832218226,1.0811782918063202,0.14437845527194323,0.15861665567647334
127,0.5142520005623076,0.6320409003841734,0.1378450477738681,0.6563323860519957,1.0621191194762765,0.8558464629552427,0.4771839936400272,0.08527281297876826
128,0.5651438394483763,1.0999564203906296,0.12374356132006105,0.6635429294367493,1.075872004630448,0.8321363245678526,0.05455724919284024,0.10130252455426514
129,0.5133379490705036,1.1084860927787628,0.19545749592653702,0.5302910532060761,0.3946316730961616,1.0848398909009125,0.14075565924168607,0.6085759365775493
130,0.5174401359888723,0.7981414187285778,0.12436436313482571,0.7118156684887916,0.5952799204563765,1.065362020743802,0.39113202273886505,0.054275219143931915
131,0.49134654576525744,1.1070044374515198,0.2200840041177329,0.5548729316139654,1.0757895489863658,1.0847271964713185,0.054970201309106376,0.7920343180266148
132,0.6062557422214072,1.0976343663128076,0.20851810854087352,0.4586938437283137,0.8845807550650968,1.0698416723238464,0.20694827540147134,0.7517420126047443
133,0.5255310092827166,1.1321855121857272,0.21920984603994614,0.5808463436715517,1.0211711124141951,0.8281336708541069,0.551412320834265,0.3595565842941906
134,0.3944565867402512,1.1017643940382893,0.1300762147676523,0.2172619051911029,1.0785627454014557,1.0777758841339005,0.11160242928099795,0.7559497887761245
135,0.5782207075077732,1.1042790544936605,0.17610650209529183,0.20200170439247925,1.074820887090185,1.0813116237381315,0.04372313489646449,0.704081697321209
136,0.48395162718554724,1.1005100664040015,0.14832514910275035,0.21908278321243616,0.5945169305188455,1.0663293917995391,0.41017516710764135,0.48558389097405985
137,0.5799955615630629,1.1059038216411403,0.25075740881467096,0.19592073659838705,0.8549189942528669,1.0819286053592807,0.06151522894992586,0.2657452727836583
138,0.5656156672047046,0.7249530824673264,0.20388566949440637,0.7981927633936233,0.9021708393333125,1.0714640307728567,0.07992314006187934,0.700736765370387
139,0.5541985425743173,1.1069888604518379,0.2274712859521696,0.659874479760061,1.0772520208351535,1.0800964687796972,0.14361771965079595,0.10582285049966622
140,0.5700762399058535,1.1198523914011214,0.12770202951588486,0.5629700988050109,1.0631386522185915,1.0670867587032566,0.7818320028131173,0.31034013790086795
141,0.5465462048308096,1.1271908840688718,0.12377131284279135,0.6835263626769253,0.8649223437485437,1.0734073909188337,0.11368534822590541,0.5928811281500681
142,0.6272961488114877,1.1068523894498465,0.1260577247485704,0.6434594908967797,1.074435840189318,1.0625685665513256,0.13408852071308278,0.5801892616957655
143,0.4864605865267377,1.111022464929579,0.0902609797002769,0.7449070128752285,1.0483183708518573,1.0830099399322626,0.24401864596822517,0.011450388588444693
144,0.48390791374234227,1.0996416814607592,0.2253806962503795,0.5496112450342466,1.0769109272044717,1.079607054807523,0.1358529828357701,0.14758716274555667
145,0.4797527382152562,1.1106167429451614,0.3716634107524659,0.5929474718732471,0.3857723832655212,0.8919111593541478,0.6010264835412586,0.7761752352109513
146,0.3907698586183254,1.096920159711809,0.12540394213415837,0.6695686373753773,1.0680595906037944,1.076634295802592,0.14219709649763698,0.37756290880819904
147,0.5798562693299202,1.0963926584352375,0.2587378719917276,0.6023369546694611,0.9801746274205563,1.077789561289263,0.6151984941333819,0.7890979334374971
148,0.48271638534361566,1.1310515682876703,0.12700166598419357,0.9755388827866802,1.0557255697464782,0.9839188857206631,0.23310190816070486,0.057761085409810155
149,0.5549226655576007,1.106857864624208,0.18915071235302353,0.5720427356576084,1.0752985618848867,1.0865257723365003,0.10724117637199308,0.1343167093367932
Average,0.5302472428062732,1.086210687440463,0.248913163619635,0.6095544936179346,0.935038071408174,0.992125111395769,0.227534294371633,0.40374441679195894
StdError,0.005846062959233788,0.009288654858601378,0.014015203910954616,0.01939883533036284,0.017685402111836116,0.013652791124894164,0.01812545889268177,0.023490143239954686
